club,coupon_type,alternative,form,freecoupons,price_generic,info_name,mailorder,name,pharmacy,price,retail
9.14,with free Discount,"Pataday,Patanol,Patanase",eye dropper,8.28,generic,Olopatadine,20,Olopatadine,Walmart,15.46,57
9.14,with free Coupon,"Pataday,Patanol,Patanase",eye dropper,8.28,generic,Olopatadine,20,Olopatadine,Safeway,15.52,169
9.14,with free Coupon,"Pataday,Patanol,Patanase",eye dropper,8.28,generic,Olopatadine,20,Olopatadine,Vons Pharmacy,15.52,156
9.14,with free Coupon,"Pataday,Patanol,Patanase",eye dropper,8.28,generic,Olopatadine,20,Olopatadine,Target (CVS),12.45,14
5.53,with free Coupon,Ditropan,tablet,7.14,generic,Oxybutynin Er,8.67,Oxybutynin,Vons Pharmacy,10.57,41
5.53,with free Discount,Ditropan,tablet,7.14,generic,Oxybutynin Er,8.67,Oxybutynin,CVS Pharmacy,16.83,39
5.53,with free Coupon,Ditropan,tablet,7.14,generic,Oxybutynin Er,8.67,Oxybutynin,Safeway,10.57,55
5.53,with free Coupon,Ditropan,tablet,7.14,generic,Oxybutynin Er,8.67,Oxybutynin,Walgreens,17.49,44
5.53,with free Coupon,Ditropan,tablet,7.14,generic,Oxybutynin Er,8.67,Oxybutynin,Rite Aid,7.14,49
5.53,with free Coupon,Ditropan,tablet,7.14,generic,Oxybutynin Er,8.67,Oxybutynin,Ralphs,12.39,45
5.53,with free Coupon,Ditropan,tablet,7.14,generic,Oxybutynin Er,8.67,Oxybutynin,Target (CVS),17.17,39
5.53,with free Coupon,Ditropan,tablet,7.14,generic,Oxybutynin Er,8.67,Oxybutynin,Costco,11,29
5.53,with free Discount,Ditropan,tablet,7.14,generic,Oxybutynin Er,8.67,Oxybutynin,Walmart,17.23,28
5.53,with free Discount,Ditropan,tablet,7.14,generic,Oxybutynin Er,8.67,Oxybutynin,Albertsons (Sav-on),10.26,43
8.39,with free Coupon,Ditropan Xl,tablet,10.02,generic,Oxybutynin Er,9.9,Oxybutynin Er,CVS Pharmacy,29.03,88
8.39,with free Discount,Ditropan Xl,tablet,10.02,generic,Oxybutynin Er,9.9,Oxybutynin Er,Ralphs,12.28,66
8.39,with free Coupon,Ditropan Xl,tablet,10.02,generic,Oxybutynin Er,9.9,Oxybutynin Er,Costco,12.99,50
8.39,with free Coupon,Ditropan Xl,tablet,10.02,generic,Oxybutynin Er,9.9,Oxybutynin Er,Safeway,10.02,83
8.39,with free Coupon,Ditropan Xl,tablet,10.02,generic,Oxybutynin Er,9.9,Oxybutynin Er,Albertsons (Sav-on),10.02,66
8.39,with free Coupon,Ditropan Xl,tablet,10.02,generic,Oxybutynin Er,9.9,Oxybutynin Er,Vons Pharmacy,10.02,59
8.39,with free Coupon,Ditropan Xl,tablet,10.02,generic,Oxybutynin Er,9.9,Oxybutynin Er,Rite Aid,25.7,110
8.39,with free Coupon,Ditropan Xl,tablet,10.02,generic,Oxybutynin Er,9.9,Oxybutynin Er,Target (CVS),29.03,88
8.39,with free Discount,Ditropan Xl,tablet,10.02,generic,Oxybutynin Er,9.9,Oxybutynin Er,Walmart,18.07,56
8.39,with free Coupon,Ditropan Xl,tablet,10.02,generic,Oxybutynin Er,9.9,Oxybutynin Er,Walgreens,30.73,97
54.81,with free Coupon,Benicar Hct,tablet,15.16,generic,Benicar Hct,16.2,Olmesartan Hctz,CVS Pharmacy,66.25,143
54.81,with free Coupon,Benicar Hct,tablet,15.16,generic,Benicar Hct,16.2,Olmesartan Hctz,Walgreens,69.46,156
54.81,with free Coupon,Benicar Hct,tablet,15.16,generic,Benicar Hct,16.2,Olmesartan Hctz,Ralphs,18.65,215
54.81,with free Coupon,Benicar Hct,tablet,15.16,generic,Benicar Hct,16.2,Olmesartan Hctz,Costco,19.99,236
54.81,with free Discount,Benicar Hct,tablet,15.16,generic,Benicar Hct,16.2,Olmesartan Hctz,Rite Aid,73.42,223
54.81,with free Coupon,Benicar Hct,tablet,15.16,generic,Benicar Hct,16.2,Olmesartan Hctz,Vons Pharmacy,15.16,189
54.81,with free Coupon,Benicar Hct,tablet,15.16,generic,Benicar Hct,16.2,Olmesartan Hctz,Albertsons (Sav-on),15.16,189
54.81,with free Discount,Benicar Hct,tablet,15.16,generic,Benicar Hct,16.2,Olmesartan Hctz,Walmart,21.94,233
54.81,with free Coupon,Benicar Hct,tablet,15.16,generic,Benicar Hct,16.2,Olmesartan Hctz,Safeway,15.16,236
54.81,with free Coupon,Benicar Hct,tablet,15.16,generic,Benicar Hct,16.2,Olmesartan Hctz,Target (CVS),66.25,142
12.03,with free Coupon,Trileptal,tablet,9,generic,Oxcarbazepine,13.59,Oxcarbazepine,Safeway,16.23,124
12.03,with free Discount,Trileptal,tablet,9,generic,Oxcarbazepine,13.59,Oxcarbazepine,CVS Pharmacy,38.2,147
12.03,with free Coupon,Trileptal,tablet,9,generic,Oxcarbazepine,13.59,Oxcarbazepine,Costco,18.99,31
12.03,with free Coupon,Trileptal,tablet,9,generic,Oxcarbazepine,13.59,Oxcarbazepine,Albertsons (Sav-on),16.23,79
12.03,with free Coupon,Trileptal,tablet,9,generic,Oxcarbazepine,13.59,Oxcarbazepine,Ralphs,16.01,60
12.03,with free Coupon,Trileptal,tablet,9,generic,Oxcarbazepine,13.59,Oxcarbazepine,Walgreens,43.63,165
12.03,with free Discount,Trileptal,tablet,9,generic,Oxcarbazepine,13.59,Oxcarbazepine,Target (CVS),38.2,147
12.03,with free Coupon,Trileptal,tablet,9,generic,Oxcarbazepine,13.59,Oxcarbazepine,Vons Pharmacy,16.23,77
12.03,with free Coupon,Trileptal,tablet,9,generic,Oxcarbazepine,13.59,Oxcarbazepine,Rite Aid,27.49,159
12.03,retail price,Trileptal,tablet,9,generic,Oxcarbazepine,13.59,Oxcarbazepine,Walmart,9,
5.23,with free Coupon,"Zyprexa Zydis,Zyprexa",tablet,9,generic,Olanzapine,4.5,Olanzapine,Ralphs,11.25,119
5.23,with free Discount,"Zyprexa Zydis,Zyprexa",tablet,9,generic,Olanzapine,4.5,Olanzapine,CVS Pharmacy,80.2,301
5.23,with free Coupon,"Zyprexa Zydis,Zyprexa",tablet,9,generic,Olanzapine,4.5,Olanzapine,Albertsons (Sav-on),12.47,127
5.23,with free Coupon,"Zyprexa Zydis,Zyprexa",tablet,9,generic,Olanzapine,4.5,Olanzapine,Walgreens,93.56,316
5.23,with free Coupon,"Zyprexa Zydis,Zyprexa",tablet,9,generic,Olanzapine,4.5,Olanzapine,Rite Aid,15,317
5.23,with free Coupon,"Zyprexa Zydis,Zyprexa",tablet,9,generic,Olanzapine,4.5,Olanzapine,Vons Pharmacy,12.47,156
5.23,with free Coupon,"Zyprexa Zydis,Zyprexa",tablet,9,generic,Olanzapine,4.5,Olanzapine,Costco,10.99,16
5.23,with free Coupon,"Zyprexa Zydis,Zyprexa",tablet,9,generic,Olanzapine,4.5,Olanzapine,Safeway,12.47,168
5.23,with free Discount,"Zyprexa Zydis,Zyprexa",tablet,9,generic,Olanzapine,4.5,Olanzapine,Target (CVS),80.2,307
5.23,retail price,"Zyprexa Zydis,Zyprexa",tablet,9,generic,Olanzapine,4.5,Olanzapine,Walmart,9,
7.59,with free Coupon,Benicar,tablet,7.24,generic,Olmesartan,11.55,Olmesartan,Walgreens,60.09,159
7.59,with free Coupon,Benicar,tablet,7.24,generic,Olmesartan,11.55,Olmesartan,Vons Pharmacy,7.24,180
7.59,with free Coupon,Benicar,tablet,7.24,generic,Olmesartan,11.55,Olmesartan,Ralphs,11.75,195
7.59,with free Coupon,Benicar,tablet,7.24,generic,Olmesartan,11.55,Olmesartan,Albertsons (Sav-on),7.24,284
7.59,with free Discount,Benicar,tablet,7.24,generic,Olmesartan,11.55,Olmesartan,Walmart,14.31,161
7.59,with free Discount,Benicar,tablet,7.24,generic,Olmesartan,11.55,Olmesartan,CVS Pharmacy,59.03,145
7.59,with free Coupon,Benicar,tablet,7.24,generic,Olmesartan,11.55,Olmesartan,Rite Aid,37.71,202
7.59,with free Coupon,Benicar,tablet,7.24,generic,Olmesartan,11.55,Olmesartan,Costco,21.99,27
7.59,with free Coupon,Benicar,tablet,7.24,generic,Olmesartan,11.55,Olmesartan,Target (CVS),60.23,144
7.59,with free Coupon,Benicar,tablet,7.24,generic,Olmesartan,11.55,Olmesartan,Safeway,7.24,215
5.93,with free Coupon,"Floxin,Ocuflox",eye dropper,6.99,generic,Ofloxacin,11.25,Ofloxacin,CVS Pharmacy,12.43,55
5.93,with free Coupon,"Floxin,Ocuflox",eye dropper,6.99,generic,Ofloxacin,11.25,Ofloxacin,Walgreens,15.95,61
5.93,with free Coupon,"Floxin,Ocuflox",eye dropper,6.99,generic,Ofloxacin,11.25,Ofloxacin,Rite Aid,8.47,70
5.93,with free Discount,"Floxin,Ocuflox",eye dropper,6.99,generic,Ofloxacin,11.25,Ofloxacin,Walmart,18.92,43
5.93,with free Coupon,"Floxin,Ocuflox",eye dropper,6.99,generic,Ofloxacin,11.25,Ofloxacin,Costco,6.99,23
5.93,with free Coupon,"Floxin,Ocuflox",eye dropper,6.99,generic,Ofloxacin,11.25,Ofloxacin,Ralphs,12.74,70
5.93,with free Coupon,"Floxin,Ocuflox",eye dropper,6.99,generic,Ofloxacin,11.25,Ofloxacin,Vons Pharmacy,7.44,29
5.93,with free Coupon,"Floxin,Ocuflox",eye dropper,6.99,generic,Ofloxacin,11.25,Ofloxacin,Albertsons (Sav-on),7.44,25
5.93,with free Coupon,"Floxin,Ocuflox",eye dropper,6.99,generic,Ofloxacin,11.25,Ofloxacin,Target (CVS),12.43,55
5.93,with free Coupon,"Floxin,Ocuflox",eye dropper,6.99,generic,Ofloxacin,11.25,Ofloxacin,Safeway,7.44,25
30.51,with free Coupon,Tamiflu,dose pack,20.87,generic,Tamiflu,39.5,Oseltamivir,Walgreens,40.74,102
30.51,with free Discount,Tamiflu,dose pack,20.87,generic,Tamiflu,39.5,Oseltamivir,CVS Pharmacy,40.2,71
30.51,with free Discount,Tamiflu,dose pack,20.87,generic,Tamiflu,39.5,Oseltamivir,Walmart,23.84,68
30.51,with free Coupon,Tamiflu,dose pack,20.87,generic,Tamiflu,39.5,Oseltamivir,Costco,20.99,98
30.51,with free Coupon,Tamiflu,dose pack,20.87,generic,Tamiflu,39.5,Oseltamivir,Target (CVS),40.61,71
30.51,with free Discount,Tamiflu,dose pack,20.87,generic,Tamiflu,39.5,Oseltamivir,Rite Aid,39.54,136
30.51,with free Discount,Tamiflu,dose pack,20.87,generic,Tamiflu,39.5,Oseltamivir,Ralphs,21.43,154
30.51,with free Discount,Tamiflu,dose pack,20.87,generic,Tamiflu,39.5,Oseltamivir,Vons Pharmacy,20.87,140
30.51,with free Discount,Tamiflu,dose pack,20.87,generic,Tamiflu,39.5,Oseltamivir,Albertsons (Sav-on),20.87,139
30.51,with free Discount,Tamiflu,dose pack,20.87,generic,Tamiflu,39.5,Oseltamivir,Safeway,20.87,98
8.79,with free Discount,Roxicodone,tablet,15.79,generic,Oxycodone,,Oxycodone,Walgreens,21.39,
8.79,with free Coupon,Roxicodone,tablet,15.79,generic,Oxycodone,,Oxycodone,CVS Pharmacy,22.87,64
8.79,with free Coupon,Roxicodone,tablet,15.79,generic,Oxycodone,,Oxycodone,Safeway,16.45,47
8.79,with free Coupon,Roxicodone,tablet,15.79,generic,Oxycodone,,Oxycodone,Vons Pharmacy,16.45,41
8.79,with free Coupon,Roxicodone,tablet,15.79,generic,Oxycodone,,Oxycodone,Target (CVS),22.87,63
8.79,with free Coupon,Roxicodone,tablet,15.79,generic,Oxycodone,,Oxycodone,Ralphs,15.79,60
8.79,with free Coupon,Roxicodone,tablet,15.79,generic,Oxycodone,,Oxycodone,Rite Aid,18.46,61
8.79,with free Coupon,Roxicodone,tablet,15.79,generic,Oxycodone,,Oxycodone,Albertsons (Sav-on),16.45,46
8.79,retail price,Roxicodone,tablet,15.79,generic,Oxycodone,,Oxycodone,Costco,23.42,
3,with free Coupon,Prilosec,capsule,5.66,generic,Omeprazole,4.2,Omeprazole,CVS Pharmacy,36.51,109
3,with free Coupon,Prilosec,capsule,5.66,generic,Omeprazole,4.2,Omeprazole,Walgreens,26.25,109
3,with free Coupon,Prilosec,capsule,5.66,generic,Omeprazole,4.2,Omeprazole,Rite Aid,16.9,175
3,with free Discount,Prilosec,capsule,5.66,generic,Omeprazole,4.2,Omeprazole,Ralphs,9.91,31
3,with free Coupon,Prilosec,capsule,5.66,generic,Omeprazole,4.2,Omeprazole,Safeway,7.64,72
3,with free Coupon,Prilosec,capsule,5.66,generic,Omeprazole,4.2,Omeprazole,Albertsons (Sav-on),8.13,79
3,with free Coupon,Prilosec,capsule,5.66,generic,Omeprazole,4.2,Omeprazole,Costco,5.66,18
3,with free Coupon,Prilosec,capsule,5.66,generic,Omeprazole,4.2,Omeprazole,Vons Pharmacy,8.13,52
3,with free Coupon,Prilosec,capsule,5.66,generic,Omeprazole,4.2,Omeprazole,Target (CVS),34.07,111
3,retail price,Prilosec,capsule,5.66,generic,Omeprazole,4.2,Omeprazole,Walmart,15,
6,with free Coupon,Zofran,orally disintegrating tab,7.99,generic,Ondansetron,9.39,Ondansetron,Walgreens,33.25,141
6,with free Coupon,Zofran,orally disintegrating tab,7.99,generic,Ondansetron,9.39,Ondansetron,CVS Pharmacy,64.63,137
6,with free Discount,Zofran,orally disintegrating tab,7.99,generic,Ondansetron,9.39,Ondansetron,Walmart,18.85,145
6,with free Coupon,Zofran,orally disintegrating tab,7.99,generic,Ondansetron,9.39,Ondansetron,Costco,7.99,23
6,with free Coupon,Zofran,orally disintegrating tab,7.99,generic,Ondansetron,9.39,Ondansetron,Albertsons (Sav-on),9.44,93
6,with free Coupon,Zofran,orally disintegrating tab,7.99,generic,Ondansetron,9.39,Ondansetron,Rite Aid,36.6,241
6,with free Coupon,Zofran,orally disintegrating tab,7.99,generic,Ondansetron,9.39,Ondansetron,Target (CVS),51.19,137
6,with free Coupon,Zofran,orally disintegrating tab,7.99,generic,Ondansetron,9.39,Ondansetron,Ralphs,14.22,65
6,with free Coupon,Zofran,orally disintegrating tab,7.99,generic,Ondansetron,9.39,Ondansetron,Safeway,9.44,123
6,with free Coupon,Zofran,orally disintegrating tab,7.99,generic,Ondansetron,9.39,Ondansetron,Vons Pharmacy,9.44,91
10.82,with free Coupon,"Endocet,Percocet,Roxicet,Tylox",tablet,10.06,generic,Percocet,,Oxycodone Acetaminophen,CVS Pharmacy,10.06,208
10.82,with free Discount,"Endocet,Percocet,Roxicet,Tylox",tablet,10.06,generic,Percocet,,Oxycodone Acetaminophen,Walgreens,91.82,
10.82,with free Coupon,"Endocet,Percocet,Roxicet,Tylox",tablet,10.06,generic,Percocet,,Oxycodone Acetaminophen,Rite Aid,45.53,290
10.82,with free Coupon,"Endocet,Percocet,Roxicet,Tylox",tablet,10.06,generic,Percocet,,Oxycodone Acetaminophen,Safeway,38.73,235
10.82,with free Coupon,"Endocet,Percocet,Roxicet,Tylox",tablet,10.06,generic,Percocet,,Oxycodone Acetaminophen,Target (CVS),10.06,209
10.82,with free Coupon,"Endocet,Percocet,Roxicet,Tylox",tablet,10.06,generic,Percocet,,Oxycodone Acetaminophen,Ralphs,26.2,320
10.82,with free Coupon,"Endocet,Percocet,Roxicet,Tylox",tablet,10.06,generic,Percocet,,Oxycodone Acetaminophen,Albertsons (Sav-on),38.73,155
10.82,with free Coupon,"Endocet,Percocet,Roxicet,Tylox",tablet,10.06,generic,Percocet,,Oxycodone Acetaminophen,Vons Pharmacy,38.73,235
10.82,retail price,"Endocet,Percocet,Roxicet,Tylox",tablet,10.06,generic,Percocet,,Oxycodone Acetaminophen,Costco,41.86,
3.05,with free Coupon,Mirapex,tablet,9,generic,Pramipexole,3.66,Pramipexole,CVS Pharmacy,31.35,79
3.05,with free Coupon,Mirapex,tablet,9,generic,Pramipexole,3.66,Pramipexole,Walgreens,31.36,90
3.05,with free Coupon,Mirapex,tablet,9,generic,Pramipexole,3.66,Pramipexole,Ralphs,11.97,30
3.05,with free Coupon,Mirapex,tablet,9,generic,Pramipexole,3.66,Pramipexole,Costco,9.99,12
3.05,with free Coupon,Mirapex,tablet,9,generic,Pramipexole,3.66,Pramipexole,Rite Aid,18.17,88
3.05,with free Coupon,Mirapex,tablet,9,generic,Pramipexole,3.66,Pramipexole,Vons Pharmacy,11.1,46
3.05,with free Coupon,Mirapex,tablet,9,generic,Pramipexole,3.66,Pramipexole,Albertsons (Sav-on),11.1,47
3.05,retail price,Mirapex,tablet,9,generic,Pramipexole,3.66,Pramipexole,Walmart,9,
3.05,with free Coupon,Mirapex,tablet,9,generic,Pramipexole,3.66,Pramipexole,Safeway,11.1,61
3.05,with free Coupon,Mirapex,tablet,9,generic,Pramipexole,3.66,Pramipexole,Target (CVS),31.35,79
27.12,with free Discount,Elimite,tube of cream,21.6,generic,Permethrin,38,Permethrin,CVS Pharmacy,33.51,146
27.12,with free Discount,Elimite,tube of cream,21.6,generic,Permethrin,38,Permethrin,Rite Aid,33.16,150
27.12,with free Discount,Elimite,tube of cream,21.6,generic,Permethrin,38,Permethrin,Walmart,33.14,80
27.12,with free Coupon,Elimite,tube of cream,21.6,generic,Permethrin,38,Permethrin,Walgreens,45.17,161
27.12,with free Coupon,Elimite,tube of cream,21.6,generic,Permethrin,38,Permethrin,Costco,21.6,68
27.12,with free Coupon,Elimite,tube of cream,21.6,generic,Permethrin,38,Permethrin,Albertsons (Sav-on),21.82,107
27.12,with free Coupon,Elimite,tube of cream,21.6,generic,Permethrin,38,Permethrin,Ralphs,23.6,97
27.12,with free Coupon,Elimite,tube of cream,21.6,generic,Permethrin,38,Permethrin,Target (CVS),34.64,146
27.12,with free Coupon,Elimite,tube of cream,21.6,generic,Permethrin,38,Permethrin,Vons Pharmacy,21.82,107
27.12,with free Coupon,Elimite,tube of cream,21.6,generic,Permethrin,38,Permethrin,Safeway,21.82,117
3.65,with free Coupon,Phenergan With Codeine,ml of syrup,7.53,generic,Promethazine Codeine,,Promethazine Codeine,CVS Pharmacy,9.6,18
3.65,with free Discount,Phenergan With Codeine,ml of syrup,7.53,generic,Promethazine Codeine,,Promethazine Codeine,Walgreens,8.49,
3.65,with free Coupon,Phenergan With Codeine,ml of syrup,7.53,generic,Promethazine Codeine,,Promethazine Codeine,Ralphs,9.95,15
3.65,with free Coupon,Phenergan With Codeine,ml of syrup,7.53,generic,Promethazine Codeine,,Promethazine Codeine,Costco,7.53,19
3.65,with free Coupon,Phenergan With Codeine,ml of syrup,7.53,generic,Promethazine Codeine,,Promethazine Codeine,Rite Aid,7.53,20
3.65,with free Coupon,Phenergan With Codeine,ml of syrup,7.53,generic,Promethazine Codeine,,Promethazine Codeine,Vons Pharmacy,12.32,16
3.65,with free Coupon,Phenergan With Codeine,ml of syrup,7.53,generic,Promethazine Codeine,,Promethazine Codeine,Albertsons (Sav-on),12.32,18
3.65,with free Coupon,Phenergan With Codeine,ml of syrup,7.53,generic,Promethazine Codeine,,Promethazine Codeine,Safeway,12.32,19
3.65,with free Coupon,Phenergan With Codeine,ml of syrup,7.53,generic,Promethazine Codeine,,Promethazine Codeine,Target (CVS),9.6,18
6.07,with free Discount,Actos,tablet,12.38,generic,Pioglitazone,8.1,Pioglitazone,CVS Pharmacy,76.87,200
6.07,with free Coupon,Actos,tablet,12.38,generic,Pioglitazone,8.1,Pioglitazone,Ralphs,12.38,71
6.07,with free Coupon,Actos,tablet,12.38,generic,Pioglitazone,8.1,Pioglitazone,Albertsons (Sav-on),13.6,142
6.07,with free Coupon,Actos,tablet,12.38,generic,Pioglitazone,8.1,Pioglitazone,Safeway,13.6,78
6.07,with free Coupon,Actos,tablet,12.38,generic,Pioglitazone,8.1,Pioglitazone,Vons Pharmacy,13.6,129
6.07,with free Coupon,Actos,tablet,12.38,generic,Pioglitazone,8.1,Pioglitazone,Walgreens,92.25,208
6.07,with free Coupon,Actos,tablet,12.38,generic,Pioglitazone,8.1,Pioglitazone,Costco,14.99,78
6.07,with free Coupon,Actos,tablet,12.38,generic,Pioglitazone,8.1,Pioglitazone,Rite Aid,56.1,221
6.07,with free Coupon,Actos,tablet,12.38,generic,Pioglitazone,8.1,Pioglitazone,Target (CVS),78.15,199
6.07,retail price,Actos,tablet,12.38,generic,Pioglitazone,8.1,Pioglitazone,Walmart,15,
4.25,with free Coupon,Pherazine Dm,ml of syrup,3.55,generic,Promethazine Dm,17,Promethazine Dm,CVS Pharmacy,11.57,12
4.25,with free Coupon,Pherazine Dm,ml of syrup,3.55,generic,Promethazine Dm,17,Promethazine Dm,Walgreens,11.35,15
4.25,with free Coupon,Pherazine Dm,ml of syrup,3.55,generic,Promethazine Dm,17,Promethazine Dm,Ralphs,11.11,33
4.25,with free Coupon,Pherazine Dm,ml of syrup,3.55,generic,Promethazine Dm,17,Promethazine Dm,Costco,5.99,18
4.25,with free Coupon,Pherazine Dm,ml of syrup,3.55,generic,Promethazine Dm,17,Promethazine Dm,Rite Aid,3.55,22
4.25,with free Coupon,Pherazine Dm,ml of syrup,3.55,generic,Promethazine Dm,17,Promethazine Dm,Vons Pharmacy,8.7,20
4.25,with free Coupon,Pherazine Dm,ml of syrup,3.55,generic,Promethazine Dm,17,Promethazine Dm,Albertsons (Sav-on),8.7,20
4.25,retail price,Pherazine Dm,ml of syrup,3.55,generic,Promethazine Dm,17,Promethazine Dm,Walmart,12.37,
4.25,with free Coupon,Pherazine Dm,ml of syrup,3.55,generic,Promethazine Dm,17,Promethazine Dm,Safeway,8.7,19
4.25,with free Coupon,Pherazine Dm,ml of syrup,3.55,generic,Promethazine Dm,17,Promethazine Dm,Target (CVS),11.57,12
8.91,with free Coupon,Inderal La,capsule,8.46,generic,Propranolol,23.4,Propranolol Er,Walgreens,23.38,60
8.91,with free Coupon,Inderal La,capsule,8.46,generic,Propranolol,23.4,Propranolol Er,CVS Pharmacy,17.19,56
8.91,with free Discount,Inderal La,capsule,8.46,generic,Propranolol,23.4,Propranolol Er,Albertsons (Sav-on),8.46,56
8.91,with free Coupon,Inderal La,capsule,8.46,generic,Propranolol,23.4,Propranolol Er,Costco,8.79,58
8.91,with free Discount,Inderal La,capsule,8.46,generic,Propranolol,23.4,Propranolol Er,Safeway,8.46,60
8.91,with free Discount,Inderal La,capsule,8.46,generic,Propranolol,23.4,Propranolol Er,Ralphs,14.89,60
8.91,with free Discount,Inderal La,capsule,8.46,generic,Propranolol,23.4,Propranolol Er,Vons Pharmacy,8.46,56
8.91,with free Discount,Inderal La,capsule,8.46,generic,Propranolol,23.4,Propranolol Er,Rite Aid,14.31,64
8.91,with free Coupon,Inderal La,capsule,8.46,generic,Propranolol,23.4,Propranolol Er,Target (CVS),17.19,56
8.91,with free Discount,Inderal La,capsule,8.46,generic,Propranolol,23.4,Propranolol Er,Walmart,19.07,47
4.2,with free Coupon,Veetids,tablet,7.54,generic,Penicillin V Potassium,8.96,Penicillin V Potassium,CVS Pharmacy,14.66,19
4.2,with free Discount,Veetids,tablet,7.54,generic,Penicillin V Potassium,8.96,Penicillin V Potassium,Walmart,12.74,32
4.2,with free Coupon,Veetids,tablet,7.54,generic,Penicillin V Potassium,8.96,Penicillin V Potassium,Walgreens,10.35,21
4.2,with free Coupon,Veetids,tablet,7.54,generic,Penicillin V Potassium,8.96,Penicillin V Potassium,Safeway,9.79,30
4.2,with free Coupon,Veetids,tablet,7.54,generic,Penicillin V Potassium,8.96,Penicillin V Potassium,Rite Aid,13.62,55
4.2,with free Coupon,Veetids,tablet,7.54,generic,Penicillin V Potassium,8.96,Penicillin V Potassium,Target (CVS),14.66,19
4.2,with free Coupon,Veetids,tablet,7.54,generic,Penicillin V Potassium,8.96,Penicillin V Potassium,Costco,7.54,16
4.2,with free Discount,Veetids,tablet,7.54,generic,Penicillin V Potassium,8.96,Penicillin V Potassium,Albertsons (Sav-on),9.46,29
4.2,with free Coupon,Veetids,tablet,7.54,generic,Penicillin V Potassium,8.96,Penicillin V Potassium,Ralphs,10.29,19
4.2,with free Discount,Veetids,tablet,7.54,generic,Penicillin V Potassium,8.96,Penicillin V Potassium,Vons Pharmacy,9.46,29
4.25,with free Coupon,Pyridium,tablet,3.71,generic,Phenazopyridine,5.34,Phenazopyridine,CVS Pharmacy,11.25,21
4.25,with free Coupon,Pyridium,tablet,3.71,generic,Phenazopyridine,5.34,Phenazopyridine,Walgreens,9.48,23
4.25,with free Coupon,Pyridium,tablet,3.71,generic,Phenazopyridine,5.34,Phenazopyridine,Rite Aid,3.71,33
4.25,with free Coupon,Pyridium,tablet,3.71,generic,Phenazopyridine,5.34,Phenazopyridine,Target (CVS),11.25,21
4.25,with free Coupon,Pyridium,tablet,3.71,generic,Phenazopyridine,5.34,Phenazopyridine,Ralphs,11.99,24
4.25,with free Discount,Pyridium,tablet,3.71,generic,Phenazopyridine,5.34,Phenazopyridine,Walmart,11.57,12
4.25,with free Discount,Pyridium,tablet,3.71,generic,Phenazopyridine,5.34,Phenazopyridine,Albertsons (Sav-on),4.76,36
4.25,with free Discount,Pyridium,tablet,3.71,generic,Phenazopyridine,5.34,Phenazopyridine,Vons Pharmacy,4.76,36
4.25,with free Discount,Pyridium,tablet,3.71,generic,Phenazopyridine,5.34,Phenazopyridine,Safeway,4.76,37
4.25,with free Coupon,Pyridium,tablet,3.71,generic,Phenazopyridine,5.34,Phenazopyridine,Costco,3.99,28
,with free Coupon,"Micro K,Klor Con,Klor Con M,K Tab",tablet,3.4,generic,Potassium Chloride,12,Potassium Chloride Er,CVS Pharmacy,13.37,21
,with free Discount,"Micro K,Klor Con,Klor Con M,K Tab",tablet,3.4,generic,Potassium Chloride,12,Potassium Chloride Er,Walmart,12.5,16
,with free Coupon,"Micro K,Klor Con,Klor Con M,K Tab",tablet,3.4,generic,Potassium Chloride,12,Potassium Chloride Er,Costco,4.15,22
,with free Coupon,"Micro K,Klor Con,Klor Con M,K Tab",tablet,3.4,generic,Potassium Chloride,12,Potassium Chloride Er,Target (CVS),13.37,21
,with free Coupon,"Micro K,Klor Con,Klor Con M,K Tab",tablet,3.4,generic,Potassium Chloride,12,Potassium Chloride Er,Ralphs,12.29,20
,with free Coupon,"Micro K,Klor Con,Klor Con M,K Tab",tablet,3.4,generic,Potassium Chloride,12,Potassium Chloride Er,Walgreens,10.92,26
,with free Coupon,"Micro K,Klor Con,Klor Con M,K Tab",tablet,3.4,generic,Potassium Chloride,12,Potassium Chloride Er,Albertsons (Sav-on),3.4,28
,with free Coupon,"Micro K,Klor Con,Klor Con M,K Tab",tablet,3.4,generic,Potassium Chloride,12,Potassium Chloride Er,Rite Aid,4.15,26
,with free Coupon,"Micro K,Klor Con,Klor Con M,K Tab",tablet,3.4,generic,Potassium Chloride,12,Potassium Chloride Er,Safeway,5.85,29
,with free Coupon,"Micro K,Klor Con,Klor Con M,K Tab",tablet,3.4,generic,Potassium Chloride,12,Potassium Chloride Er,Vons Pharmacy,3.4,23
3,with free Coupon,"Paxil,Brisdelle",tablet,4,generic,Paroxetine,3.6,Paroxetine,CVS Pharmacy,20.25,35
3,with free Coupon,"Paxil,Brisdelle",tablet,4,generic,Paroxetine,3.6,Paroxetine,Target (CVS),20.25,37
3,with free Coupon,"Paxil,Brisdelle",tablet,4,generic,Paroxetine,3.6,Paroxetine,Walgreens,27.75,40
3,with free Coupon,"Paxil,Brisdelle",tablet,4,generic,Paroxetine,3.6,Paroxetine,Rite Aid,13.75,75
3,with free Coupon,"Paxil,Brisdelle",tablet,4,generic,Paroxetine,3.6,Paroxetine,Ralphs,10.82,16
3,with free Coupon,"Paxil,Brisdelle",tablet,4,generic,Paroxetine,3.6,Paroxetine,Vons Pharmacy,12.04,29
3,with free Coupon,"Paxil,Brisdelle",tablet,4,generic,Paroxetine,3.6,Paroxetine,Albertsons (Sav-on),12.04,29
